folder,psnr,ssim,lpips
04_18_2024_W2_F_Oil_P_3,10.10833,0.30159,0.83533
04_18_2024_W2_F_OliveOil_P_3,9.92283,0.29636,0.83849
04_18_2024_W2_F_OrangeJuice_P_3,10.04899,0.30278,0.85329
04_18_2024_W2_F_Oranges1_F_1,13.14053,0.39619,0.70477
04_18_2024_W2_F_PastaSauce1_P_1,9.61307,0.24859,0.80936
04_18_2024_W2_F_PastaSauce2_P_1,9.73889,0.29877,0.82811
04_18_2024_W2_F_PeanutButter_P_3,9.65849,0.2932,0.85479
04_18_2024_W2_F_Pears1_F_1,15.11007,0.41152,0.60546
04_18_2024_W2_F_Peppers1_F_1,11.21936,0.30082,0.77398
04_18_2024_W2_F_Pickles_P_2,9.36876,0.25354,0.77925
04_18_2024_W2_F_Pineapples1_F_1,11.32712,0.14351,0.71793
04_18_2024_W2_F_Plantains1_F_1,12.86094,0.42179,0.72538
04_18_2024_W2_F_Potatoes1_V_1,11.38824,0.34738,0.74492
04_18_2024_W2_F_Pringles_P_2,9.6959,0.2257,0.79062
04_18_2024_W2_F_Radish1_V_1,11.91422,0.25723,0.72229
04_18_2024_W2_F_Random_P_3,10.28654,0.30641,0.82693
04_18_2024_W2_F_Salsa1_P_1,9.67017,0.26653,0.81449
04_18_2024_W2_F_Snacks_P_2,10.24596,0.23321,0.78187
04_18_2024_W2_F_Soup_P_3,9.95688,0.24734,0.82688
04_18_2024_W2_F_Spices_P_3,10.28603,0.27256,0.85799
04_18_2024_W2_F_Sugar_P_3,10.1499,0.3283,0.86132
04_18_2024_W2_F_Tea_P_3,10.29478,0.31389,0.85578
04_18_2024_W2_F_TomatoCans1_P_1,9.97086,0.24019,0.83013
04_18_2024_W2_F_Tomatoes1_F_1,12.13708,0.3375,0.69293
04_18_2024_W2_F_Vinegar_P_3,10.30376,0.34223,0.82742
04_18_2024_W3_F_Alfredo1_P_1,9.69805,0.25983,0.82854
04_18_2024_W3_F_AppleJuice_P_3,9.87705,0.25038,0.83834
04_18_2024_W3_F_Apples1_F_1,11.49031,0.29426,0.73718
04_18_2024_W3_F_Apples2_F_1,12.1113,0.2991,0.69005
04_18_2024_W3_F_Apples3_F_1,12.70891,0.36209,0.65067
04_18_2024_W3_F_Apples4_F_1,11.44926,0.36558,0.77794
04_18_2024_W3_F_Avacados1_F_1,11.26529,0.24396,0.70682
04_18_2024_W3_F_BBQSauce_P_3,9.53541,0.23434,0.85944
04_18_2024_W3_F_Bagels1_P_1,9.73035,0.20938,0.79319
